awardgoverningsocietyid,awardgoverningsocietyname,awardid,awardname,awardreceivedid,awardreceivedname,awardreceivedawardyear,AAUID,clientfacultyid,orcid,personname,institutionname,prestige,asofdate,asofdate_iso,award_age,award_decade,clean_award_name,award_category,is_recent,is_historical,possible_duplicate
1858,Prostate Cancer Foundation,10248,Young Investigator Award,967117,Christopher Heaphy,2014.0,757275,U05457135,0000-0003-4264-1810,"Heaphy, Christopher",Boston University,Not Designated,2024-12-06 03:24:46,2024-12-06,11.0,2010s,Young Investigator Award,Standard Award,False,False,False
1185,Wenner-Gren Foundation,8180,Dissertation Fieldwork Grant,778908,"Hodges-Simeon, Carolyn Randolph",2010.0,760445,U38901603,0000-0002-0691-9080,"Hodges-simeon, Carolyn",Boston University,Not Designated,2024-12-06 03:24:46,2024-12-06,15.0,2010s,Dissertation Fieldwork Grant,Standard Award,False,False,False
1185,Wenner-Gren Foundation,10808,Post-Ph.D. Research Grant,1331297,"Hodges-Simeon, Carolyn Randolph",2019.0,760445,U38901603,0000-0002-0691-9080,"Hodges-simeon, Carolyn",Boston University,Not Designated,2024-12-06 03:24:46,2024-12-06,6.0,2010s,Post-Ph.D. Research Grant,Standard Award,True,False,False
1118,National Aeronautics and Space Administration (NASA),7728,Hubble Fellows,723947,Philip Muirhead,2013.0,760446,U11671013,0000-0002-0638-8822,"Muirhead, Philip",Boston University,Not Designated,2024-12-06 03:24:46,2024-12-06,12.0,2010s,Hubble Fellows,Standard Award,False,False,False
375,Research Corporation for Science Advancement,10026,Scialog Fellows,1145396,"Muirhead, Philip",2015.0,760446,U11671013,0000-0002-0638-8822,"Muirhead, Philip",Boston University,Not Designated,2024-12-06 03:24:46,2024-12-06,10.0,2010s,Scialog Fellows,Standard Award,True,False,False
1604,Google,8593,Google Faculty Research Award,1103668,Manuel Egele,2018.0,760447,U24698353,0000-0001-5038-2682,"Egele, Manuel",Boston University,Not Designated,2024-12-06 03:24:46,2024-12-06,7.0,2010s,Google Faculty Research Award,Standard Award,True,False,False
366,National Science Foundation (NSF),5815,Faculty Early Career Development (CAREER) Program,1180805,Manuel  Egele,2020.0,760447,U24698353,0000-0001-5038-2682,"Egele, Manuel",Boston University,Prestigious,2024-12-06 03:24:46,2024-12-06,5.0,2020s,Faculty Early Career Development (CAREER) Program,Notable Award,True,False,False
413,National Bureau of Economic Research(NBER),3019,NBER Affiliated Scholars,1052949,Adam Guren,2019.0,760449,U97525660,,"Guren, Adam",Boston University,Not Designated,2024-12-06 03:24:46,2024-12-06,6.0,2010s,NBER Affiliated Scholars,Standard Award,True,False,False
2944,The American Real Estate and Urban Economics Association,17020,Homer Hoyt Doctoral Dissertation Award,1211507,Adam Guren,2014.0,760449,U97525660,,"Guren, Adam",Boston University,Not Designated,2024-12-06 03:24:46,2024-12-06,11.0,2010s,Homer Hoyt Doctoral Dissertation Award,Standard Award,False,False,False
179,Department of Energy,13353,Early Career Research Award,1054735,Sahar?Sharifzadeh,2017.0,760450,U39878636,0000-0003-4215-4668,"Sharifzadeh, Sahar",Boston University,Not Designated,2024-12-06 03:24:46,2024-12-06,8.0,2010s,Early Career Research Award,Standard Award,True,False,False
366,National Science Foundation (NSF),5815,Faculty Early Career Development (CAREER) Program,1017930,Sahar  Sharifzadeh,2019.0,760450,U39878636,0000-0003-4215-4668,"Sharifzadeh, Sahar",Boston University,Prestigious,2024-12-06 03:24:46,2024-12-06,6.0,2010s,Faculty Early Career Development (CAREER) Program,Notable Award,True,False,False
191,John Simon Guggenheim Memorial Foundation,1809,Guggenheim Fellowship,287155,Karl Kirchwey,1994.0,760451,U35603391,,"Kirchwey, Karl",Boston University,Highly Prestigious,2024-12-06 03:24:46,2024-12-06,31.0,1990s,Guggenheim Fellowship,Major Award,False,False,False
2222,MacDowell Colony,12639,MacDowell Fellowships,1122371,Karl Kirchwey,1988.0,760451,U35603391,,"Kirchwey, Karl",Boston University,Not Designated,2024-12-06 03:24:46,2024-12-06,37.0,1980s,MacDowell Fellowships,Standard Award,False,False,False
1460,"United States Department of State, Bureau of Educational and Cultural Affairs",7531,Fulbright U.S. Student Program,692257,"Peri, Alexis J.",2007.0,760454,U72437638,,"Peri, Alexis",Boston University,Not Designated,2024-12-06 03:24:46,2024-12-06,18.0,2000s,Fulbright U.S. Student Program,Standard Award,False,False,False
297,Woodrow Wilson Center for Scholars,3458,Wilson Center Experts,810080,Alexis Peri,2017.0,760454,U72437638,,"Peri, Alexis",Boston University,Prestigious,2024-12-06 03:24:46,2024-12-06,8.0,2010s,Wilson Center Experts,Notable Award,True,False,False
91,American Philosophical Society,3018,Franklin Grants,1698733,Alexis Peri,2016.0,760454,U72437638,,"Peri, Alexis",Boston University,Not Designated,2024-12-06 03:24:46,2024-12-06,9.0,2010s,Franklin Grants,Standard Award,True,False,False
54,American Council of Learned Societies (ACLS),3007,Andrew W Mellon/ACLS Dissertation Completion Fellowships,316020,Noora Anwar Lori,2012.0,760457,U02190017,0000-0002-3978-6405,"Lori, Noora",Boston University,Highly Prestigious,2024-12-06 03:24:46,2024-12-06,13.0,2010s,Andrew W Mellon - ACLS Dissertation Completion Fellowships,Major Award,False,False,False
352,International Studies Association,5960,ENMISA Distinguished Book Award,1474812,Noora Lori,2021.0,760457,U02190017,0000-0002-3978-6405,"Lori, Noora",Boston University,Not Designated,2024-12-06 03:24:46,2024-12-06,4.0,2020s,ENMISA Distinguished Book Award,Standard Award,True,False,False
328,Andrew W. Mellon Foundation,15138,Sawyer Seminar,1610244,Noora Lori,2022.0,760457,U02190017,0000-0002-3978-6405,"Lori, Noora",Boston University,Not Designated,2024-12-06 03:24:46,2024-12-06,3.0,2020s,Sawyer Seminar,Standard Award,True,False,False
96,American Political Science Association,921,Heinz I. Eulau Award,1379826,Maxwell Palmer,2020.0,760463,U13349596,0000-0001-7991-2499,"Palmer, Maxwell",Boston University,Not Designated,2024-12-06 03:24:46,2024-12-06,5.0,2020s,Heinz I. Eulau Award,Standard Award,True,False,False
3231,Dirksen Congressional Center,19683,Congressional Research Grant,1466269,"Palmer, Maxwell",2013.0,760463,U13349596,0000-0001-7991-2499,"Palmer, Maxwell",Boston University,Not Designated,2024-12-06 03:24:46,2024-12-06,12.0,2010s,Congressional Research Grant,Standard Award,False,False,False
1748,"Ucross Foundation, The",9389,Ucross Foundation Residency,876797,Kirsten Greenidge,,760467,U87981287,,"Greenidge, Kirsten",Boston University,Not Designated,2024-12-06 03:24:46,2024-12-06,,Unknown,Ucross Foundation Residency,Standard Award,False,False,False
1291,"Kennedy Center, The",17140,Lorraine Hansberry Playwriting Award,1296685,Kirsten Greenidge,2002.0,760467,U87981287,,"Greenidge, Kirsten",Boston University,Not Designated,2024-12-06 03:24:46,2024-12-06,23.0,2000s,Lorraine Hansberry Playwriting Award,Standard Award,False,False,False
54,American Council of Learned Societies (ACLS),479,ACLS Fellows (ACLS/SSRC/NEH International and Area Studies Fellowships and ACLS/New York Public Library Fellowships),600055,Benjamin Robert Siegel,2017.0,760606,U28435800,0000-0002-3326-258X,"Siegel, Benjamin",Boston University,Highly Prestigious,2024-12-06 03:24:46,2024-12-06,8.0,2010s,ACLS Fellows (ACLS - SSRC - NEH International and Area Studies Fellowships and ACLS - New York Public Library Fellowships),Major Award,True,False,False
3,Alfred P. Sloan Foundation,28,Sloan Research Fellowship-Computational & Evolutionary Molecular Biology,614062,Alexander A. Green,2017.0,760752,U54684049,0000-0003-2058-1204,"Green, Alexander",Boston University,Prestigious,2024-12-06 03:24:46,2024-12-06,8.0,2010s,Sloan Research Fellowship-Computational & Evolutionary Molecular Biology,Notable Award,True,False,False
1674,Bill and Melinda Gates Foundation,8727,Gates Global Grand Challenges,836635,Alexander Green,2016.0,760752,U54684049,0000-0003-2058-1204,"Green, Alexander",Boston University,Not Designated,2024-12-06 03:24:46,2024-12-06,9.0,2010s,Gates Global Grand Challenges,Standard Award,True,False,False
1139,National Institutes of Health (NIH),13445,NIH Director?s New Innovator Award (DP2),1086512,"GREEN, ALEXANDER ARTHUR",2017.0,760752,U54684049,0000-0003-2058-1204,"Green, Alexander",Boston University,Not Designated,2024-12-06 03:24:46,2024-12-06,8.0,2010s,NIH Director?s New Innovator Award (DP2),Standard Award,True,False,False
937,Department of Defense (DOD),13354,Defense Advanced Research Projects Agency (DARPA) Young Faculty Award (YFA),1054911,Alexander Green,2017.0,760752,U54684049,0000-0003-2058-1204,"Green, Alexander",Boston University,Not Designated,2024-12-06 03:24:46,2024-12-06,8.0,2010s,Defense Advanced Research Projects Agency (DARPA) Young Faculty Award (YFA),Standard Award,True,False,False
375,Research Corporation for Science Advancement,10026,Scialog Fellows,1145654,"Green, Alexander",2018.0,760752,U54684049,0000-0003-2058-1204,"Green, Alexander",Boston University,Not Designated,2024-12-06 03:24:46,2024-12-06,7.0,2010s,Scialog Fellows,Standard Award,True,False,False
375,Research Corporation for Science Advancement,16946,Scialog Collaborative Team Awards,1480081,Alexander Green,2021.0,760752,U54684049,0000-0003-2058-1204,"Green, Alexander",Boston University,Not Designated,2024-12-06 03:24:46,2024-12-06,4.0,2020s,Scialog Collaborative Team Awards,Standard Award,True,False,False
1630,Louisville Institute,8521,Sabbatical Grant for Researchers,807273,Claire Elizabeth Wolfteich,2011.0,763884,U42781323,,"Wolfteich, Claire",Boston University,Not Designated,2024-12-06 03:24:46,2024-12-06,14.0,2010s,Sabbatical Grant for Researchers,Standard Award,False,False,False
250,"Optical Society of America, The (OSA)",2252,OSA Fellow,817819,Luca Dal Negro,2018.0,768880,U95370042,0000-0001-5388-3570,"Dal Negro, Luca",Boston University,Prestigious,2024-12-06 03:24:46,2024-12-06,7.0,2010s,OSA Fellow,Notable Award,True,False,False
366,National Science Foundation (NSF),5815,Faculty Early Career Development (CAREER) Program,1016429,Luca Dal Negro,2009.0,768880,U95370042,0000-0001-5388-3570,"Dal Negro, Luca",Boston University,Prestigious,2024-12-06 03:24:46,2024-12-06,16.0,2000s,Faculty Early Career Development (CAREER) Program,Notable Award,False,False,False
99,American Public Health Association,946,Jay S Drotman Memorial Award,271274,Carlos Rodriguez-Diaz,2010.0,770311,U72743755,0000-0001-6333-0654,"Rodriguez-diaz, Carlos E",Boston University,Prestigious,2024-12-06 03:24:46,2024-12-06,15.0,2010s,Jay S Drotman Memorial Award,Notable Award,False,False,False
316,American Pharmacists Association,13355,"Wiederholt Prize for Best Published Paper Award for Economic, Social and Administrative Sciences (ESAS)",1474787,Carlos E. Rodr?guez-D?az,2022.0,770311,U72743755,0000-0001-6333-0654,"Rodriguez-diaz, Carlos E",Boston University,Not Designated,2024-12-06 03:24:46,2024-12-06,3.0,2020s,"Wiederholt Prize for Best Published Paper Award for Economic, Social and Administrative Sciences (ESAS)",Standard Award,True,False,False
99,American Public Health Association,21618,Lyndon Haviland Public Health Mentoring Award,1565298,Carlos E. Rodriguez-Diaz,2018.0,770311,U72743755,0000-0001-6333-0654,"Rodriguez-diaz, Carlos E",Boston University,Not Designated,2024-12-06 03:24:46,2024-12-06,7.0,2010s,Lyndon Haviland Public Health Mentoring Award,Standard Award,True,False,False
1101,Academy of Management,6113,Strategic Management Division/Distinguished Student Paper Award,549307,Douglas Hannah,2015.0,773068,U09829390,0000-0001-8544-4329,"Hannah, Douglas",Boston University,Not Designated,2024-12-06 03:24:46,2024-12-06,10.0,2010s,Strategic Management Division - Distinguished Student Paper Award,Standard Award,True,False,False
1101,Academy of Management,21822,Strategic Management Division/AOM Annual Meeting Proceedings Best Papers,1569596,"Hannah, Douglas",2018.0,773068,U09829390,0000-0001-8544-4329,"Hannah, Douglas",Boston University,Not Designated,2024-12-06 03:24:46,2024-12-06,7.0,2010s,Strategic Management Division - AOM Annual Meeting Proceedings Best Papers,Standard Award,True,False,False
3236,Industry Studies Association,19694,Emerging Scholar in Innovation and Entrepreneurship Award,1630729,Douglas P. Hannah,2022.0,773068,U09829390,0000-0001-8544-4329,"Hannah, Douglas",Boston University,Not Designated,2024-12-06 03:24:46,2024-12-06,3.0,2020s,Emerging Scholar in Innovation and Entrepreneurship Award,Standard Award,True,False,False
1139,National Institutes of Health (NIH),9928,NIH Pathway to Independence Award (K99/R00),901225,"WUNDERLICH, ZEBA B",2012.0,775762,U62107158,0000-0003-4491-5715,"Wunderlich, Zeba",Boston University,Not Designated,2024-12-06 03:24:46,2024-12-06,13.0,2010s,NIH Pathway to Independence Award (K99 - R00),Standard Award,False,False,False
2196,Jane Coffin Childs Memorial Fund for Medical Research,12568,Jane Coffin Childs Fellowship,1188267,Zeba Wunderlich,,775762,U62107158,0000-0003-4491-5715,"Wunderlich, Zeba",Boston University,Not Designated,2024-12-06 03:24:46,2024-12-06,,Unknown,Jane Coffin Childs Fellowship,Standard Award,False,False,False
1087,Marketing Science Institute,8489,MSI Young Scholars,1353462,Dokyun Lee,2021.0,779697,U96221082,0000-0002-3186-3349,"Lee, Dokyun",Boston University,Not Designated,2024-12-06 03:24:46,2024-12-06,4.0,2020s,MSI Young Scholars,Standard Award,True,False,False
199,Institute for Operations Research and the Management Sciences (INFORMS),6416,Information Systems Society/Sandra A. Slaughter Early Career Award,1661105,Dokyun Lee,2023.0,779697,U96221082,0000-0002-3186-3349,"Lee, Dokyun",Boston University,Not Designated,2024-12-06 03:24:46,2024-12-06,2.0,2020s,Information Systems Society - Sandra A. Slaughter Early Career Award,Standard Award,True,False,False
366,National Science Foundation (NSF),5815,Faculty Early Career Development (CAREER) Program,1017999,Marco G Gaboardi,2019.0,782052,U72342804,0000-0002-5235-7066,"Gaboardi, Marco",Boston University,Prestigious,2024-12-06 03:24:46,2024-12-06,6.0,2010s,Faculty Early Career Development (CAREER) Program,Notable Award,True,False,False
1604,Google,8593,Google Faculty Research Award,1160316,Marco Gaboardi,2019.0,782052,U72342804,0000-0002-5235-7066,"Gaboardi, Marco",Boston University,Not Designated,2024-12-06 03:24:46,2024-12-06,6.0,2010s,Google Faculty Research Award,Standard Award,True,False,False
354,John Templeton Foundation,10695,Templeton Grants,1061176,Nicolette Manglos,2012.0,785584,U64455510,,"Manglos Weber, Nicolette",Boston University,Not Designated,2024-12-06 03:24:46,2024-12-06,13.0,2010s,Templeton Grants,Standard Award,False,False,False
1775,Siebel Scholars Foundation,9568,Siebel Scholars,889902,Archana Venkataraman,2008.0,788709,U24490722,0000-0002-2991-7395,"Venkataraman, Archana",Boston University,Not Designated,2024-12-06 03:24:46,2024-12-06,17.0,2000s,Siebel Scholars,Standard Award,False,False,False
366,National Science Foundation (NSF),5815,Faculty Early Career Development (CAREER) Program,1021504,Archana  Venkataraman,2019.0,788709,U24490722,0000-0002-2991-7395,"Venkataraman, Archana",Boston University,Prestigious,2024-12-06 03:24:46,2024-12-06,6.0,2010s,Faculty Early Career Development (CAREER) Program,Notable Award,True,False,False
2938,Massachusetts Institute of Technology,17003,MIT Technology Review/Innovators Under 35/Global,1199682,Archana Venkataraman,2019.0,788709,U24490722,0000-0002-2991-7395,"Venkataraman, Archana",Boston University,Not Designated,2024-12-06 03:24:46,2024-12-06,6.0,2010s,MIT Technology Review - Innovators Under 35 - Global,Standard Award,True,False,False
221,National Academy of Engineering,7726,US Frontiers of Engineering Participant,1322739,Archana Venkataraman,2021.0,788709,U24490722,0000-0002-2991-7395,"Venkataraman, Archana",Boston University,Not Designated,2024-12-06 03:24:46,2024-12-06,4.0,2020s,US Frontiers of Engineering Participant,Standard Award,True,False,False
1674,Bill and Melinda Gates Foundation,8727,Gates Global Grand Challenges,1815036,Elaine Nsoesie,2024.0,792969,U12497502,0000-0001-9170-8714,"Nsoesie, Elaine O",Boston University,Not Designated,2024-12-06 03:24:46,2024-12-06,1.0,2020s,Gates Global Grand Challenges,Standard Award,True,False,False
1641,AcademyHealth,23345,Public Voices Fellowship,1681587,Elaine Nsoesie,2023.0,792969,U12497502,0000-0001-9170-8714,"Nsoesie, Elaine O",Boston University,Not Designated,2024-12-06 03:24:46,2024-12-06,2.0,2020s,Public Voices Fellowship,Standard Award,True,False,False
1604,Google,8593,Google Faculty Research Award,828636,Francesco Orabona,2016.0,801167,U46637653,,"Orabona, Francesco",Boston University,Not Designated,2024-12-06 03:24:46,2024-12-06,9.0,2010s,Google Faculty Research Award,Standard Award,True,False,False
366,National Science Foundation (NSF),5815,Faculty Early Career Development (CAREER) Program,1363961,Francesco  Orabona,2021.0,801167,U46637653,,"Orabona, Francesco",Boston University,Prestigious,2024-12-06 03:24:46,2024-12-06,4.0,2020s,Faculty Early Career Development (CAREER) Program,Notable Award,True,False,False
1139,National Institutes of Health (NIH),9928,NIH Pathway to Independence Award (K99/R00),901883,"MEDALLA, MARIA",2013.0,803822,U67676350,0000-0003-4890-2532,"Medalla, Maria L A",Boston University,Not Designated,2024-12-06 03:24:46,2024-12-06,12.0,2010s,NIH Pathway to Independence Award (K99 - R00),Standard Award,False,False,False
1139,National Institutes of Health (NIH),9928,NIH Pathway to Independence Award (K99/R00),901221,"CIFUENTES, DANIEL",2013.0,803824,U41087479,,"Cifuentes Buira, Daniel",Boston University,Not Designated,2024-12-06 03:24:46,2024-12-06,12.0,2010s,NIH Pathway to Independence Award (K99 - R00),Standard Award,False,False,False
1537,Brain and Behavior Research Foundation,9122,BBRF Young Investigator Grant,930971,Alberto Cruz-Mart?n,2018.0,803827,U71096854,0000-0002-3271-7220,"Cruz-martin, Alberto",Boston University,Not Designated,2024-12-06 03:24:46,2024-12-06,7.0,2010s,BBRF Young Investigator Grant,Standard Award,True,False,False
1139,National Institutes of Health (NIH),9928,NIH Pathway to Independence Award (K99/R00),901881,"GAVORNIK, JEFFERY PETER",2013.0,803828,U23398041,0000-0001-8420-8973,"Gavornik, Jeffrey",Boston University,Not Designated,2024-12-06 03:24:46,2024-12-06,12.0,2010s,NIH Pathway to Independence Award (K99 - R00),Standard Award,False,False,False
1139,National Institutes of Health (NIH),9927,NIH Outstanding Investigator Award (R35),909686,"NGO, JOHN TUAN",2018.0,803829,U93371377,0000-0003-3508-1915,"Ngo, John",Boston University,Not Designated,2024-12-06 03:24:46,2024-12-06,7.0,2010s,NIH Outstanding Investigator Award (R35),Standard Award,True,False,False
2095,CurePSP,12256,CurePSP Research Grants/Venture Grant,1154385,William Johnson,1998.0,803830,U63484384,0000-0002-6247-6595,"Johnson, William Evan",Boston University,Not Designated,2024-12-06 03:24:46,2024-12-06,27.0,1990s,CurePSP Research Grants - Venture Grant,Standard Award,False,False,False
442,American Heart Association (AHA),8212,AHA Fellows and International Fellows (FAHA),1303944,Vanessa Xanthakis,2019.0,803832,U86604998,0000-0002-7352-621X,"Xanthakis, Vanessa",Boston University,Not Designated,2024-12-06 03:24:46,2024-12-06,6.0,2010s,AHA Fellows and International Fellows (FAHA),Standard Award,True,False,False
1139,National Institutes of Health (NIH),13445,NIH Director?s New Innovator Award (DP2),1086424,"VEGAS, ARTURO",2016.0,803833,U46920603,0000-0001-9522-8208,"Vegas, Arturo",Boston University,Not Designated,2024-12-06 03:24:46,2024-12-06,9.0,2010s,NIH Director?s New Innovator Award (DP2),Standard Award,True,False,False
1225,Council for Exceptional Children,6409,Division for Research/Student Research Award,576789,Elizabeth Bettini,2016.0,803839,U99445757,,"Bettini, Elizabeth",Boston University,Not Designated,2024-12-06 03:24:46,2024-12-06,9.0,2010s,Division for Research - Student Research Award,Standard Award,True,False,False
60,American Educational Research Association (AERA),14628,Outstanding Reviewer,1326626,Elizabeth Bettini,2019.0,803839,U99445757,,"Bettini, Elizabeth",Boston University,Not Designated,2024-12-06 03:24:46,2024-12-06,6.0,2010s,Outstanding Reviewer,Standard Award,True,False,False
60,American Educational Research Association (AERA),14628,Outstanding Reviewer,1383504,Elizabeth Bettini,2020.0,803839,U99445757,,"Bettini, Elizabeth",Boston University,Not Designated,2024-12-06 03:24:46,2024-12-06,5.0,2020s,Outstanding Reviewer,Standard Award,True,False,False
1225,Council for Exceptional Children,6407,Division for Research/Distinguished Early Career Research Award,1613751,Elizabeth Bettini,2023.0,803839,U99445757,,"Bettini, Elizabeth",Boston University,Not Designated,2024-12-06 03:24:46,2024-12-06,2.0,2020s,Division for Research - Distinguished Early Career Research Award,Standard Award,True,False,False
413,National Bureau of Economic Research(NBER),3019,NBER Affiliated Scholars,592011,Martin Fiszbein,2016.0,803845,U15017312,,"Fiszbein, Martin",Boston University,Not Designated,2024-12-06 03:24:46,2024-12-06,9.0,2010s,NBER Affiliated Scholars,Standard Award,True,False,False
1370,University of Minnesota,8941,Minneapolis Population Center/IPUMS Research Award,1590362,Martin Fiszbein,2022.0,803845,U15017312,,"Fiszbein, Martin",Boston University,Not Designated,2024-12-06 03:24:46,2024-12-06,3.0,2020s,Minneapolis Population Center - IPUMS Research Award,Standard Award,True,False,False
413,National Bureau of Economic Research(NBER),3019,NBER Affiliated Scholars,1445423,Stephen Terry,2021.0,803846,U88525156,,"Terry, Stephen",Boston University,Not Designated,2024-12-06 03:24:46,2024-12-06,4.0,2020s,NBER Affiliated Scholars,Standard Award,True,False,False
288,"National Academies, The",3050,Christine Mirzayan Science and Technology Policy Graduate Fellowship Program,212875,Austin Frakt,1998.0,803864,U86962856,0000-0002-0795-5462,"Frakt, Austin B",Boston University,Not Designated,2024-12-06 03:24:46,2024-12-06,27.0,1990s,Christine Mirzayan Science and Technology Policy Graduate Fellowship Program,Standard Award,False,False,False
3556,Health Services Research,23781,John M. Eisenberg Article-of-the-Year Award,1687795,Austin B. Frakt,2014.0,803864,U86962856,0000-0002-0795-5462,"Frakt, Austin B",Boston University,Not Designated,2024-12-06 03:24:46,2024-12-06,11.0,2010s,John M. Eisenberg Article-of-the-Year Award,Standard Award,False,False,False
41,American Chemical Society,8201,PRF (Petroleum Research Fund)/Doctoral New Investigator Grant,772893,Keith A. Brown,2016.0,803876,U87872800,0000-0002-2379-2018,"Brown, Keith",Boston University,Not Designated,2024-12-06 03:24:46,2024-12-06,9.0,2010s,PRF (Petroleum Research Fund) - Doctoral New Investigator Grant,Standard Award,True,False,False
1604,Google,8593,Google Faculty Research Award,828494,Keith A. Brown,2017.0,803876,U87872800,0000-0002-2379-2018,"Brown, Keith",Boston University,Not Designated,2024-12-06 03:24:46,2024-12-06,8.0,2010s,Google Faculty Research Award,Standard Award,True,False,False
221,National Academy of Engineering,20255,China-America Frontiers of Engineering Participant,1535186,Dr. Keith A. Brown,2022.0,803876,U87872800,0000-0002-2379-2018,"Brown, Keith",Boston University,Not Designated,2024-12-06 03:24:46,2024-12-06,3.0,2020s,China-America Frontiers of Engineering Participant,Standard Award,True,False,False
511,Simons Foundation,3770,Collaboration Grants for Mathematicians,1221265,Solesne Bourguin,2019.0,803877,U82010063,,"Bourguin, Solesne",Boston University,Not Designated,2024-12-06 03:24:46,2024-12-06,6.0,2010s,Collaboration Grants for Mathematicians,Standard Award,True,False,False
511,Simons Foundation,24803,Travel Support for Mathematicians Award,1812021,Solesne Bourguin,2019.0,803877,U82010063,,"Bourguin, Solesne",Boston University,Not Designated,2024-12-06 03:24:46,2024-12-06,6.0,2010s,Travel Support for Mathematicians Award,Standard Award,True,False,False
511,Simons Foundation,3770,Collaboration Grants for Mathematicians,934469,Siu-Cheong Lau,2018.0,803878,U69948879,,"Lau, Siu-cheong",Boston University,Not Designated,2024-12-06 03:24:46,2024-12-06,7.0,2010s,Collaboration Grants for Mathematicians,Standard Award,True,False,False
511,Simons Foundation,24803,Travel Support for Mathematicians Award,1812108,Siu-Cheong Lau,2018.0,803878,U69948879,,"Lau, Siu-cheong",Boston University,Not Designated,2024-12-06 03:24:46,2024-12-06,7.0,2010s,Travel Support for Mathematicians Award,Standard Award,True,False,False
366,National Science Foundation (NSF),5815,Faculty Early Career Development (CAREER) Program,1021635,Brian M Walsh,2019.0,803879,U84229410,0000-0001-7426-5413,"Walsh, Brian",Boston University,Prestigious,2024-12-06 03:24:46,2024-12-06,6.0,2010s,Faculty Early Career Development (CAREER) Program,Notable Award,True,False,False
190,"Getty Foundation, The",6588,Getty Research Institute-Library Research Grants,592917,"Kaneda, Miki",2010.0,803882,U22074050,,"Kaneda, Miki",Boston University,Not Designated,2024-12-06 03:24:46,2024-12-06,15.0,2010s,Getty Research Institute-Library Research Grants,Standard Award,False,False,False
1019,American Psychological Foundation,15164,Visionary Grant,1587904,Daniel Fulford,2020.0,803883,U87466342,0000-0003-4405-9031,"Fulford, Daniel",Boston University,Not Designated,2024-12-06 03:24:46,2024-12-06,5.0,2020s,Visionary Grant,Standard Award,True,False,False
1101,Academy of Management,6177,Operations and Supply Chain Management Division/Best Student Paper Award,550353,Marcus Bellamy,2013.0,803885,U23898343,0000-0002-5100-7849,"Bellamy, Marcus",Boston University,Not Designated,2024-12-06 03:24:46,2024-12-06,12.0,2010s,Operations and Supply Chain Management Division - Best Student Paper Award,Standard Award,False,False,False
198,Institute for Advanced Study,1839,IAS School of Natural Science/Visitor,327554,Andrew Liam Fitzpatrick,2008.0,803890,U16255957,0000-0002-8818-2069,"Fitzpatrick, Andrew Liam",Boston University,Not Designated,2024-12-06 03:24:46,2024-12-06,17.0,2000s,IAS School of Natural Science - Visitor,Standard Award,False,False,False
198,Institute for Advanced Study,1839,IAS School of Natural Science/Visitor,327555,Andrew Liam Fitzpatrick,2009.0,803890,U16255957,0000-0002-8818-2069,"Fitzpatrick, Andrew Liam",Boston University,Not Designated,2024-12-06 03:24:46,2024-12-06,16.0,2000s,IAS School of Natural Science - Visitor,Standard Award,False,False,False
198,Institute for Advanced Study,1839,IAS School of Natural Science/Visitor,327556,Andrew Liam Fitzpatrick,2010.0,803890,U16255957,0000-0002-8818-2069,"Fitzpatrick, Andrew Liam",Boston University,Not Designated,2024-12-06 03:24:46,2024-12-06,15.0,2010s,IAS School of Natural Science - Visitor,Standard Award,False,False,False
3,Alfred P. Sloan Foundation,30,Sloan Research Fellowship-Physics,614101,Andrew Liam Fitzpatrick,2017.0,803890,U16255957,0000-0002-8818-2069,"Fitzpatrick, Andrew Liam",Boston University,Prestigious,2024-12-06 03:24:46,2024-12-06,8.0,2010s,Sloan Research Fellowship-Physics,Notable Award,True,False,False
2370,Woodrow Wilson National Fellowship Foundation,16070,Career Enhancement Fellowship/Junior Faculty Fellowship,1529326,Saida Grundy?,2018.0,803895,U07898666,,"Grundy, Saida",Boston University,Not Designated,2024-12-06 03:24:46,2024-12-06,7.0,2010s,Career Enhancement Fellowship - Junior Faculty Fellowship,Standard Award,True,False,False
147,American Sociological Association,7523,"Race, Gender and Class Section/Distinguished Contribution to Scholarship Book Award",1772273,Saida Grundy,2024.0,803895,U07898666,,"Grundy, Saida",Boston University,Not Designated,2024-12-06 03:24:46,2024-12-06,1.0,2020s,"Race, Gender and Class Section - Distinguished Contribution to Scholarship Book Award",Standard Award,True,False,False
2995,Heidelberg University,17297,Manfred Lautenschlaeger Award for Theological Promise,1322351,"Decosimo, David",2016.0,803897,U45998717,0000-0003-2064-7779,"Decosimo, Joseph David",Boston University,Not Designated,2024-12-06 03:24:46,2024-12-06,9.0,2010s,Manfred Lautenschlaeger Award for Theological Promise,Standard Award,True,False,False
2342,National Strength and Conditioning Association,14072,Retiring Board of Directors,1195364,John P. McCarthy,2011.0,803932,U16853610,,"Mccarthy, John",Boston University,Not Designated,2024-12-06 03:24:46,2024-12-06,14.0,2010s,Retiring Board of Directors,Standard Award,False,False,False
96,American Political Science Association,11134,Health Politics and Policy Section/Len Robins Best Paper on Health Politics and Policy Award,1055282,Timothy Callaghan,2019.0,807007,U19072858,0000-0002-9056-9123,"Callaghan, Timothy",Boston University,Not Designated,2024-12-06 03:24:46,2024-12-06,6.0,2010s,Health Politics and Policy Section - Len Robins Best Paper on Health Politics and Policy Award,Standard Award,True,False,False
