awardgoverningsocietyid,awardgoverningsocietyname,awardid,awardname,awardreceivedid,awardreceivedname,awardreceivedawardyear,AAUID,clientfacultyid,orcid,personname,institutionname,prestige,asofdate,asofdate_iso,award_age,award_decade,clean_award_name,award_category,is_recent,is_historical,possible_duplicate
96,American Political Science Association,7009,Federalism and Intergovernmental Relations Section/Deil S. Wright Best Paper Award,1325327,Timothy Callaghan,2020.0,807007,U19072858,0000-0002-9056-9123,"Callaghan, Timothy",Boston University,Not Designated,2024-12-06 03:24:46,2024-12-06,5.0,2020s,Federalism and Intergovernmental Relations Section - Deil S. Wright Best Paper Award,Standard Award,True,False,False
3555,Delta Omega Honorary Society in Public Health,23779,Members,1689815,Timothy Callaghan,2019.0,807007,U19072858,0000-0002-9056-9123,"Callaghan, Timothy",Boston University,Not Designated,2024-12-06 03:24:46,2024-12-06,6.0,2010s,Members,Standard Award,True,False,False
1460,"United States Department of State, Bureau of Educational and Cultural Affairs",7531,Fulbright U.S. Student Program,684327,"Lipson, Sarah",2010.0,809623,U60826440,0000-0003-4552-4361,"Lipson, Sarah K",Boston University,Not Designated,2024-12-06 03:24:46,2024-12-06,15.0,2010s,Fulbright U.S. Student Program,Standard Award,False,False,False
1269,William T. Grant Foundation,6556,William T. Grant Scholar,1479942,Sarah Lipson,2025.0,809623,U60826440,0000-0003-4552-4361,"Lipson, Sarah K",Boston University,Not Designated,2024-12-06 03:24:46,2024-12-06,0.0,2020s,William T. Grant Scholar,Standard Award,True,False,False
2370,Woodrow Wilson National Fellowship Foundation,16070,Career Enhancement Fellowship/Junior Faculty Fellowship,1529235,Maia Gil?Adi?,2021.0,809746,U81061734,,"Gil'adi, Maia Sabina",Boston University,Not Designated,2024-12-06 03:24:46,2024-12-06,4.0,2020s,Career Enhancement Fellowship - Junior Faculty Fellowship,Standard Award,True,False,False
54,American Council of Learned Societies (ACLS),479,ACLS Fellows (ACLS/SSRC/NEH International and Area Studies Fellowships and ACLS/New York Public Library Fellowships),600082,Jennifer E. Cazenave,2017.0,817412,U21187795,,"Cazenave, Jennifer",Boston University,Highly Prestigious,2024-12-06 03:24:46,2024-12-06,8.0,2010s,ACLS Fellows (ACLS - SSRC - NEH International and Area Studies Fellowships and ACLS - New York Public Library Fellowships),Major Award,True,False,False
1355,United States Holocaust Memorial Museum,7129,Fellows and Scholars,631781,Jennifer Cazenave,2007.0,817412,U21187795,,"Cazenave, Jennifer",Boston University,Not Designated,2024-12-06 03:24:46,2024-12-06,18.0,2000s,Fellows and Scholars,Standard Award,False,False,False
442,American Heart Association (AHA),10584,Innovative Project Award,1106456,"AWAD, LOUIS",2018.0,821685,U25132241,0000-0002-0159-8011,"Awad, Louis",Boston University,Not Designated,2024-12-06 03:24:46,2024-12-06,7.0,2010s,Innovative Project Award,Standard Award,True,False,False
442,American Heart Association (AHA),10578,Transformational Project Award,1106403,"AWAD, LOUIS",2018.0,821685,U25132241,0000-0002-0159-8011,"Awad, Louis",Boston University,Not Designated,2024-12-06 03:24:46,2024-12-06,7.0,2010s,Transformational Project Award,Standard Award,True,False,False
93,American Physical Therapy Association,871,Eugene Michels New Investigator Award,798549,Deepak Kumar,2018.0,821686,U72772375,,"Kumar, Deepak",Boston University,Not Designated,2024-12-06 03:24:46,2024-12-06,7.0,2010s,Eugene Michels New Investigator Award,Standard Award,True,False,False
492,American Institute for Medical and Biological Engineering,3606,Fellow,1379957,Anna Devor,2020.0,822257,U41260980,0000-0002-5143-3960,"Devor, Anna",Boston University,Not Designated,2024-12-06 03:24:46,2024-12-06,5.0,2020s,Fellow,Standard Award,True,False,False
851,Federation of European Neuroscience Societies,4025,FENS Young Investigator Prize,548362,Jerry Chen,2016.0,823950,U92242533,0000-0002-7409-7859,"Chen, Jerry",Boston University,Not Designated,2024-12-06 03:24:46,2024-12-06,9.0,2010s,FENS Young Investigator Prize,Standard Award,True,False,False
390,Society for Neuroscience,2941,Peter and Patricia Gruber International Research Award in Neuroscience,548878,Jerry Chen,2015.0,823950,U92242533,0000-0002-7409-7859,"Chen, Jerry",Boston University,Prestigious,2024-12-06 03:24:46,2024-12-06,10.0,2010s,Peter and Patricia Gruber International Research Award in Neuroscience,Notable Award,True,False,False
1537,Brain and Behavior Research Foundation,9122,BBRF Young Investigator Grant,859986,Jerry Lu Chen,2016.0,823950,U92242533,0000-0002-7409-7859,"Chen, Jerry",Boston University,Not Designated,2024-12-06 03:24:46,2024-12-06,9.0,2010s,BBRF Young Investigator Grant,Standard Award,True,False,False
1139,National Institutes of Health (NIH),13445,NIH Director?s New Innovator Award (DP2),1086663,"CHEN, JERRY L",2018.0,823950,U92242533,0000-0002-7409-7859,"Chen, Jerry",Boston University,Not Designated,2024-12-06 03:24:46,2024-12-06,7.0,2010s,NIH Director?s New Innovator Award (DP2),Standard Award,True,False,False
1975,Health Resources in Action,11441,Smith Family Awards Program for Excellence in Biomedical Research,1132265,Jerry Lu Chen,2016.0,823950,U92242533,0000-0002-7409-7859,"Chen, Jerry",Boston University,Not Designated,2024-12-06 03:24:46,2024-12-06,9.0,2010s,Smith Family Awards Program for Excellence in Biomedical Research,Standard Award,True,False,False
375,Research Corporation for Science Advancement,10026,Scialog Fellows,1544848,Jerry Chen,2022.0,823950,U92242533,0000-0002-7409-7859,"Chen, Jerry",Boston University,Not Designated,2024-12-06 03:24:46,2024-12-06,3.0,2020s,Scialog Fellows,Standard Award,True,False,False
527,University of Cambridge,24593,Clare Hall/Visiting Fellowship,1764466,Jerry Chen,2024.0,823950,U92242533,0000-0002-7409-7859,"Chen, Jerry",Boston University,Not Designated,2024-12-06 03:24:46,2024-12-06,1.0,2020s,Clare Hall - Visiting Fellowship,Standard Award,True,False,False
366,National Science Foundation (NSF),5815,Faculty Early Career Development (CAREER) Program,1180344,Xi  Ling,2020.0,823953,U81054615,0000-0002-1955-3081,"Ling, Xi",Boston University,Prestigious,2024-12-06 03:24:46,2024-12-06,5.0,2020s,Faculty Early Career Development (CAREER) Program,Notable Award,True,False,False
41,American Chemical Society,8202,PRF (Petroleum Research Fund)/New Directions (ND) Grant,1414208,Xi Ling,2020.0,823953,U81054615,0000-0002-1955-3081,"Ling, Xi",Boston University,Not Designated,2024-12-06 03:24:46,2024-12-06,5.0,2020s,PRF (Petroleum Research Fund) - New Directions (ND) Grant,Standard Award,True,False,False
366,National Science Foundation (NSF),5815,Faculty Early Career Development (CAREER) Program,1020318,Lei  Tian,2019.0,823955,U50345805,0000-0002-1316-4456,"Tian, Lei",Boston University,Prestigious,2024-12-06 03:24:46,2024-12-06,6.0,2010s,Faculty Early Career Development (CAREER) Program,Notable Award,True,False,False
221,National Academy of Engineering,20252,EU-US Frontiers of Engineering Participant,1534197,Lei Tian,2017.0,823955,U50345805,0000-0002-1316-4456,"Tian, Lei",Boston University,Not Designated,2024-12-06 03:24:46,2024-12-06,8.0,2010s,EU-US Frontiers of Engineering Participant,Standard Award,True,False,False
375,Research Corporation for Science Advancement,10026,Scialog Fellows,1665355,Lei Tian,2023.0,823955,U50345805,0000-0002-1316-4456,"Tian, Lei",Boston University,Not Designated,2024-12-06 03:24:46,2024-12-06,2.0,2020s,Scialog Fellows,Standard Award,True,False,False
375,Research Corporation for Science Advancement,16946,Scialog Collaborative Team Awards,1675052,Lei Tian,2023.0,823955,U50345805,0000-0002-1316-4456,"Tian, Lei",Boston University,Not Designated,2024-12-06 03:24:46,2024-12-06,2.0,2020s,Scialog Collaborative Team Awards,Standard Award,True,False,False
159,Association for Psychological Science,13135,APS Rising Star,1047444,Nicholas Wagner,2019.0,824336,U17417136,0000-0002-8733-3435,"Wagner, Nicholas",Boston University,Not Designated,2024-12-06 03:24:46,2024-12-06,6.0,2010s,APS Rising Star,Standard Award,True,False,False
1460,"United States Department of State, Bureau of Educational and Cultural Affairs",1786,Fulbright Scholar,1651658,"Tallman, Sean",2023.0,825765,U60446640,0000-0002-0940-279X,"Tallman, Sean",Boston University,Prestigious,2024-12-06 03:24:46,2024-12-06,2.0,2020s,Fulbright Scholar,Notable Award,True,False,False
12,American Anthropological Association,5540,Society for Psychological Anthropology-Condon Prize for Best Student Essay,446180,Merav Shohet,2006.0,825767,U57837802,,"Shohet, Merav",Boston University,Not Designated,2024-12-06 03:24:46,2024-12-06,19.0,2000s,Society for Psychological Anthropology-Condon Prize for Best Student Essay,Standard Award,False,False,False
12,American Anthropological Association,137,Society for Psychological Anthropology-Stirling Prize,1660156,Merav Shohet,2022.0,825767,U57837802,,"Shohet, Merav",Boston University,Not Designated,2024-12-06 03:24:46,2024-12-06,3.0,2020s,Society for Psychological Anthropology-Stirling Prize,Standard Award,True,False,False
68,American Geophysical Union,584,James B Macelwane Medalists,632273,Wen Li,2017.0,825768,U80900553,,"Li, Wen",Boston University,Prestigious,2024-12-06 03:24:46,2024-12-06,8.0,2010s,James B Macelwane Medalists,Notable Award,True,False,False
3,Alfred P. Sloan Foundation,30,Sloan Research Fellowship-Physics,735112,Wen Li,2018.0,825768,U80900553,,"Li, Wen",Boston University,Prestigious,2024-12-06 03:24:46,2024-12-06,7.0,2010s,Sloan Research Fellowship-Physics,Notable Award,True,False,False
366,National Science Foundation (NSF),5815,Faculty Early Career Development (CAREER) Program,1017824,Wen  Li,2019.0,825768,U80900553,,"Li, Wen",Boston University,Prestigious,2024-12-06 03:24:46,2024-12-06,6.0,2010s,Faculty Early Career Development (CAREER) Program,Notable Award,True,False,False
1139,National Institutes of Health (NIH),9927,NIH Outstanding Investigator Award (R35),909613,"FUXMAN BASS, JUAN IGNACIO",2018.0,825771,U68445670,0000-0001-9457-1207,"Fuxman Bass, Juan",Boston University,Not Designated,2024-12-06 03:24:46,2024-12-06,7.0,2010s,NIH Outstanding Investigator Award (R35),Standard Award,True,False,False
1139,National Institutes of Health (NIH),9928,NIH Pathway to Independence Award (K99/R00),901069,"FUXMAN BASS, JUAN IGNACIO",2015.0,825771,U68445670,0000-0001-9457-1207,"Fuxman Bass, Juan",Boston University,Not Designated,2024-12-06 03:24:46,2024-12-06,10.0,2010s,NIH Pathway to Independence Award (K99 - R00),Standard Award,True,False,False
366,National Science Foundation (NSF),5815,Faculty Early Career Development (CAREER) Program,1015610,Jeffrey  Geddes,2018.0,825794,U35557852,0000-0001-7573-6133,"Geddes, Jeffrey",Boston University,Prestigious,2024-12-06 03:24:46,2024-12-06,7.0,2010s,Faculty Early Career Development (CAREER) Program,Notable Award,True,False,False
68,American Geophysical Union,10464,Outstanding Student Presentation Awards,968643,JEFFREY GEDDES,2012.0,825794,U35557852,0000-0001-7573-6133,"Geddes, Jeffrey",Boston University,Not Designated,2024-12-06 03:24:46,2024-12-06,13.0,2010s,Outstanding Student Presentation Awards,Standard Award,False,False,False
68,American Geophysical Union,10464,Outstanding Student Presentation Awards,968680,DAN LI,2012.0,825795,U04121598,0000-0001-5978-5381,"Li, Dan",Boston University,Not Designated,2024-12-06 03:24:46,2024-12-06,13.0,2010s,Outstanding Student Presentation Awards,Standard Award,False,False,False
303,Alexander Von Humboldt Foundation,3923,Humboldt Research Fellowship,1065762,Dan Li,2019.0,825795,U04121598,0000-0001-5978-5381,"Li, Dan",Boston University,Prestigious,2024-12-06 03:24:46,2024-12-06,6.0,2010s,Humboldt Research Fellowship,Notable Award,True,False,False
68,American Geophysical Union,6628,Global Environmental Change Section/Early Career Award,1652344,Dan Li,2023.0,825795,U04121598,0000-0001-5978-5381,"Li, Dan",Boston University,Not Designated,2024-12-06 03:24:46,2024-12-06,2.0,2020s,Global Environmental Change Section - Early Career Award,Standard Award,True,False,False
3550,International Association for Urban Climate,23765,Timothy Oke Award,1685336,Dan Li,2022.0,825795,U04121598,0000-0001-5978-5381,"Li, Dan",Boston University,Not Designated,2024-12-06 03:24:46,2024-12-06,3.0,2020s,Timothy Oke Award,Standard Award,True,False,False
366,National Science Foundation (NSF),5815,Faculty Early Career Development (CAREER) Program,1693468,"Li, Wenchao",2024.0,825799,U11032797,,"Li, Wenchao",Boston University,Prestigious,2024-12-06 03:24:46,2024-12-06,1.0,2020s,Faculty Early Career Development (CAREER) Program,Notable Award,True,False,False
1130,Harvard University,7563,Nieman Foundation/Nieman Fellows,708123,Maggie Mulvihill,2005.0,825815,U82755878,,"Mulvihill, Maggie",Boston University,Not Designated,2024-12-06 03:24:46,2024-12-06,20.0,2000s,Nieman Foundation - Nieman Fellows,Standard Award,False,False,False
1089,Journal of Consumer Research,5383,JCR Ferber Award,583817,Daniella M. Kupor,2016.0,825818,U01676208,0000-0003-4747-7343,"Kupor, Daniella",Boston University,Not Designated,2024-12-06 03:24:46,2024-12-06,9.0,2010s,JCR Ferber Award,Standard Award,True,False,False
1460,"United States Department of State, Bureau of Educational and Cultural Affairs",7531,Fulbright U.S. Student Program,682366,"Kupor, Daniella M.",2008.0,825818,U01676208,0000-0003-4747-7343,"Kupor, Daniella",Boston University,Not Designated,2024-12-06 03:24:46,2024-12-06,17.0,2000s,Fulbright U.S. Student Program,Standard Award,False,False,False
1086,American Marketing Association,8474,AMA-Sheth Foundation Doctoral Consortium Fellows,797238,Daniella Kupor,2015.0,825818,U01676208,0000-0003-4747-7343,"Kupor, Daniella",Boston University,Not Designated,2024-12-06 03:24:46,2024-12-06,10.0,2010s,AMA-Sheth Foundation Doctoral Consortium Fellows,Standard Award,True,False,False
98,American Psychological Association,5168,Division 23-Society for Consumer Psychology-SCP Early Career Award,1380402,Daniella Kupor,2021.0,825818,U01676208,0000-0003-4747-7343,"Kupor, Daniella",Boston University,Not Designated,2024-12-06 03:24:46,2024-12-06,4.0,2020s,Division 23-Society for Consumer Psychology-SCP Early Career Award,Standard Award,True,False,False
1089,Journal of Consumer Research,9086,Outstanding Reviewer Award,1163034,Daniella Kupor,2019.0,825818,U01676208,0000-0003-4747-7343,"Kupor, Daniella",Boston University,Not Designated,2024-12-06 03:24:46,2024-12-06,6.0,2010s,Outstanding Reviewer Award,Standard Award,True,False,False
1087,Marketing Science Institute,8489,MSI Young Scholars,1353463,Daniella Kupor,2021.0,825818,U01676208,0000-0003-4747-7343,"Kupor, Daniella",Boston University,Not Designated,2024-12-06 03:24:46,2024-12-06,4.0,2020s,MSI Young Scholars,Standard Award,True,False,False
83,"American Musicological Society, Inc.",10603,"AMS Subventions for Publications for Individuals or Scholarly Organizations, Societies, and Departments",1786289,Rachana Vajjhala,2023.0,825830,U71810878,,"Vajjhala, Rachana",Boston University,Not Designated,2024-12-06 03:24:46,2024-12-06,2.0,2020s,"AMS Subventions for Publications for Individuals or Scholarly Organizations, Societies, and Departments",Standard Award,True,False,False
3,Alfred P. Sloan Foundation,30,Sloan Research Fellowship-Physics,735122,Anushya Chandran,2018.0,825838,U95433709,,"Chandran, Anushya",Boston University,Prestigious,2024-12-06 03:24:46,2024-12-06,7.0,2010s,Sloan Research Fellowship-Physics,Notable Award,True,False,False
366,National Science Foundation (NSF),5815,Faculty Early Career Development (CAREER) Program,1022412,Anushya  Chandran,2018.0,825838,U95433709,,"Chandran, Anushya",Boston University,Prestigious,2024-12-06 03:24:46,2024-12-06,7.0,2010s,Faculty Early Career Development (CAREER) Program,Notable Award,True,False,False
286,"American Association for the Advancement of Science, The (AAAS)",18724,Science & PINS Prize for Neuromodulation,1543625,Robert M. G. Reinhart,2022.0,825842,U49769898,0000-0003-2156-4633,"Reinhart, Robert",Boston University,Not Designated,2024-12-06 03:24:46,2024-12-06,3.0,2020s,Science & PINS Prize for Neuromodulation,Standard Award,True,False,False
54,American Council of Learned Societies (ACLS),3007,Andrew W Mellon/ACLS Dissertation Completion Fellowships,354087,April Dawn Hughes,2013.0,825843,U23719026,,"Hughes, April",Boston University,Highly Prestigious,2024-12-06 03:24:46,2024-12-06,12.0,2010s,Andrew W Mellon - ACLS Dissertation Completion Fellowships,Major Award,False,False,False
7,American Academy of Religion,3099,American Academy of Religion Individual Research Grant,867371,April Hughes,2018.0,825843,U23719026,,"Hughes, April",Boston University,Prestigious,2024-12-06 03:24:46,2024-12-06,7.0,2010s,American Academy of Religion Individual Research Grant,Notable Award,True,False,False
