awardgoverningsocietyid,awardgoverningsocietyname,awardid,awardname,awardreceivedid,awardreceivedname,awardreceivedawardyear,AAUID,clientfacultyid,orcid,personname,institutionname,prestige,asofdate
54,"American Council of Learned Societies (ACLS)",486,"Charles A Ryskamp Research Fellows",35389,"Jodi Cranston","2003",23241,"U15952918","","CRANSTON, JODI","Boston University","Not Designated",12/6/2024 3:24:46 AM
173,"College Art Association",10673,"Millard Meiss Publication Fund",1092984,"Cranston, Jodi","2019",23241,"U15952918","","CRANSTON, JODI","Boston University","Not Designated",12/6/2024 3:24:46 AM
258,"Renaissance Society of America",6893,"The Gladys Krieble Delmas Foundation Book Prize",1386332,"Jodi Cranston","2021",23241,"U15952918","","CRANSTON, JODI","Boston University","Not Designated",12/6/2024 3:24:46 AM
258,"Renaissance Society of America",19668,"RSA Fellowships",1461224,"Jodi Cranston","2015",23241,"U15952918","","CRANSTON, JODI","Boston University","Not Designated",12/6/2024 3:24:46 AM
492,"American Institute for Medical and Biological Engineering",3606,"Fellow",573019,"Edward R. Damiano","2016",24395,"U77233648","","DAMIANO, EDWARD R","Boston University","Not Designated",12/6/2024 3:24:46 AM
366,"National Science Foundation (NSF)",5815,"Faculty Early Career Development (CAREER) Program",1015059,"Edward R Damiano","2001",24395,"U77233648","","DAMIANO, EDWARD R","Boston University","Prestigious",12/6/2024 3:24:46 AM
331,"Association for Computing Machinery (ACM)",3358,"ACM Fellow",273213,"Mark Crovella","2010",25538,"U84792640","0000-0002-5005-7019","CROVELLA, MARK E","Boston University","Not Designated",12/6/2024 3:24:46 AM
350,"Institute for Electrical and Electronics Engineers (IEEE)",3526,"IEEE Fellow",307090,"Mark Edward Crovella","2012",25538,"U84792640","0000-0002-5005-7019","CROVELLA, MARK E","Boston University","Not Designated",12/6/2024 3:24:46 AM
366,"National Science Foundation (NSF)",5815,"Faculty Early Career Development (CAREER) Program",603718,"CROVELLA, MARK","1995",25538,"U84792640","0000-0002-5005-7019","CROVELLA, MARK E","Boston University","Prestigious",12/6/2024 3:24:46 AM
331,"Association for Computing Machinery (ACM)",4998,"ACM Senior Member",425710,"Mark Crovella","2009",25538,"U84792640","0000-0002-5005-7019","CROVELLA, MARK E","Boston University","Not Designated",12/6/2024 3:24:46 AM
331,"Association for Computing Machinery (ACM)",18868,"ACM Distinguished Member",1371845,"Crovella, Mark","2009",25538,"U84792640","0000-0002-5005-7019","CROVELLA, MARK E","Boston University","Not Designated",12/6/2024 3:24:46 AM
501,"Society for Social Work and Research",7493,"SSWR Fellow",653572,"Jorge Delva","2015",25933,"U77028745","0000-0003-0862-8436","DELVA, JORGE","Boston University","Not Designated",12/6/2024 3:24:46 AM
500,"American Academy of Social Work and Social Welfare",3669,"Fellow",717664,"Jorge Delva","2017",25933,"U77028745","0000-0003-0862-8436","DELVA, JORGE","Boston University","Not Designated",12/6/2024 3:24:46 AM
3157,"Association of Latino/Latina Social Work Educators (ALLSWE)",19126,"Distinguished Research Award",1414797,"Jorge Delva","2020",25933,"U77028745","0000-0003-0862-8436","DELVA, JORGE","Boston University","Not Designated",12/6/2024 3:24:46 AM
3166,"University of Utah",19152,"New Leadership Academy Fellow",1417066,"Jorge Delva","2017",25933,"U77028745","0000-0003-0862-8436","DELVA, JORGE","Boston University","Not Designated",12/6/2024 3:24:46 AM
501,"Society for Social Work and Research",3670,"Aaron Rosen Lecture",1569028,"Jorge Delva","2022",25933,"U77028745","0000-0003-0862-8436","DELVA, JORGE","Boston University","Not Designated",12/6/2024 3:24:46 AM
3,"Alfred P. Sloan Foundation",24,"Sloan Research Fellowship-Chemistry",616411,"Dill, Dan","1975",27346,"U58788185","","DILL, DAN","Boston University","Prestigious",12/6/2024 3:24:46 AM
92,"American Physical Society",3020,"APS Fellow",765126,"Dill, Dan","1983",27346,"U58788185","","DILL, DAN","Boston University","Not Designated",12/6/2024 3:24:46 AM
375,"Research Corporation for Science Advancement",2888,"Cottrell College Science Award",296503,"Doerrer, Linda ","2001",27473,"U41470527","0000-0002-2437-6374","DOERRER, LINDA H","Boston University","Prestigious",12/6/2024 3:24:46 AM
1460,"United States Department of State, Bureau of Educational and Cultural Affairs",1786,"Fulbright Scholar",336007,"Doerrer, Linda","2013",27473,"U41470527","0000-0002-2437-6374","DOERRER, LINDA H","Boston University","Prestigious",12/6/2024 3:24:46 AM
366,"National Science Foundation (NSF)",5815,"Faculty Early Career Development (CAREER) Program",516631,"Doerrer, Linda","2002",27473,"U41470527","0000-0002-2437-6374","DOERRER, LINDA H","Boston University","Prestigious",12/6/2024 3:24:46 AM
41,"American Chemical Society",8202,"PRF (Petroleum Research Fund)/New Directions (ND) Grant",773663,"Linda H. Doerrer","2017",27473,"U41470527","0000-0002-2437-6374","DOERRER, LINDA H","Boston University","Not Designated",12/6/2024 3:24:46 AM
1232,"The Camille and Henry Dreyfus Foundation",15207,"Henry Dreyfus Teacher-Scholar Award Program",1565981,"Linda H. Doerrer","2005",27473,"U41470527","0000-0002-2437-6374","DOERRER, LINDA H","Boston University","Not Designated",12/6/2024 3:24:46 AM
492,"American Institute for Medical and Biological Engineering",3606,"Fellow",310843,"Charles Delisi","2001",28283,"U50623356","","DELISI, CHARLES P","Boston University","Not Designated",12/6/2024 3:24:46 AM
286,"American Association for the Advancement of Science, The (AAAS)",3444,"AAAS Fellow",754634,"Delisi, Charles","2000",28283,"U50623356","","DELISI, CHARLES P","Boston University","Prestigious",12/6/2024 3:24:46 AM
1377,"University of Pennsylvania",7176,"Katz Center for Advanced Judaic Studies/Fellowship",637283,"Charles Dellheim","2000",28295,"U51119283","","DELLHEIM, CHARLES","Boston University","Not Designated",12/6/2024 3:24:46 AM
286,"American Association for the Advancement of Science, The (AAAS)",3444,"AAAS Fellow",369598,"Dupuis, Jos?e","2014",28674,"U72222050","0000-0003-2871-3603","DUPUIS, JOSEE","Boston University","Prestigious",12/6/2024 3:24:46 AM
150,"American Statistical Association",1584,"ASA Fellow",354434,"Josee  Dupuis","2013",28674,"U72222050","0000-0003-2871-3603","DUPUIS, JOSEE","Boston University","Not Designated",12/6/2024 3:24:46 AM
1054,"Institute of Mathematical Statistics",7931,"IMS Fellows",1749767,"Dupuis, Jos?e","2024",28674,"U72222050","0000-0003-2871-3603","DUPUIS, JOSEE","Boston University","Not Designated",12/6/2024 3:24:46 AM
234,"National Endowment for the Humanities (NEH)",3768,"NEH Fellowships for University Teachers",333464,"Malcolm D. Eckel","1998",30939,"U29437492","","ECKEL, M DAVID","Boston University","Highly Prestigious",12/6/2024 3:24:46 AM
366,"National Science Foundation (NSF)",5815,"Faculty Early Career Development (CAREER) Program",1021660,"Uri Eden","2007",30972,"U63333345","","EDEN, URI T","Boston University","Prestigious",12/6/2024 3:24:46 AM
375,"Research Corporation for Science Advancement",10026,"Scialog Fellows",918973,"Elliott, Sean","2010",31350,"U45425776","0000-0003-0096-9551","ELLIOTT, SEAN J","Boston University","Not Designated",12/6/2024 3:24:46 AM
366,"National Science Foundation (NSF)",5815,"Faculty Early Career Development (CAREER) Program",1016019,"Sean J Elliott","2006",31350,"U45425776","0000-0003-0096-9551","ELLIOTT, SEAN J","Boston University","Prestigious",12/6/2024 3:24:46 AM
1139,"National Institutes of Health (NIH)",9927,"NIH Outstanding Investigator Award (R35)",1203774,"ELLIOTT, SEAN J","2020",31350,"U45425776","0000-0003-0096-9551","ELLIOTT, SEAN J","Boston University","Not Designated",12/6/2024 3:24:46 AM
1975,"Health Resources in Action",11441,"Smith Family Awards Program for Excellence in Biomedical Research",1132247,"Sean Elliott","2004",31350,"U45425776","0000-0003-0096-9551","ELLIOTT, SEAN J","Boston University","Not Designated",12/6/2024 3:24:46 AM
1613,"National Institute for Health Care Management Foundation",8484,"Health Care Research Award",799059,"Randall P. Ellis","2008",31414,"U01648696","0000-0003-2176-5347","ELLIS, RANDALL P","Boston University","Not Designated",12/6/2024 3:24:46 AM
413,"National Bureau of Economic Research(NBER)",3019,"NBER Affiliated Scholars",207058,"Raymond Fisman","2001",32911,"U15814867","0000-0003-1531-6385","FISMAN, RAYMOND","Boston University","Not Designated",12/6/2024 3:24:46 AM
1011,"Royal Economic Society",4872,"Economic Journal Referee Prize",630457,"Raymond Fisman","2016",32911,"U15814867","0000-0003-1531-6385","FISMAN, RAYMOND","Boston University","Not Designated",12/6/2024 3:24:46 AM
2392,"Aspen Institute, The",13430,"Faculty Pioneer Award",1081691,"Ray Fisman","2006",32911,"U15814867","0000-0003-1531-6385","FISMAN, RAYMOND","Boston University","Not Designated",12/6/2024 3:24:46 AM
287,"Geological Society of America, The",6388,"GSA Fellow",570397,"Duncan M. FitzGerald","2006",32925,"U47808670","0000-0003-4336-7702","FITZGERALD, DUNCAN M","Boston University","Not Designated",12/6/2024 3:24:46 AM
374,"Harvard Radcliffe Institute for Advanced Study",2887,"Radcliffe Institute Fellowship",198665,"Susan Eckstein","2003",33030,"U99686345","","ECKSTEIN, SUSAN","Boston University","Prestigious",12/6/2024 3:24:46 AM
54,"American Council of Learned Societies (ACLS)",479,"ACLS Fellows (ACLS/SSRC/NEH International and Area Studies Fellowships and ACLS/New York Public Library Fellowships)",24255,"Susan E. Eckstein","2001",33030,"U99686345","","ECKSTEIN, SUSAN","Boston University","Highly Prestigious",12/6/2024 3:24:46 AM
147,"American Sociological Association",1464,"Community and Urban Sociology Section/Robert E Park Award",430029,"Susan Eckstein","2002",33030,"U99686345","","ECKSTEIN, SUSAN","Boston University","Not Designated",12/6/2024 3:24:46 AM
191,"John Simon Guggenheim Memorial Foundation",1809,"Guggenheim Fellowship",544604,"Susan Eva Eckstein","2015",33030,"U99686345","","ECKSTEIN, SUSAN","Boston University","Highly Prestigious",12/6/2024 3:24:46 AM
96,"American Political Science Association",11121,"Race, Ethnicity and Politics Section/Best Paper Award",1057575,"Susan Eckstein","2010",33030,"U99686345","","ECKSTEIN, SUSAN","Boston University","Not Designated",12/6/2024 3:24:46 AM
355,"Latin American Studies Association",2836,"Kalman Silvert Award",1754706,"Susan Eckstein","2023",33030,"U99686345","","ECKSTEIN, SUSAN","Boston University","Prestigious",12/6/2024 3:24:46 AM
492,"American Institute for Medical and Biological Engineering",3606,"Fellow",311365,"Solomon Eisenberg","2008",33501,"U02053235","","EISENBERG, SOLOMON R","Boston University","Not Designated",12/6/2024 3:24:46 AM
473,"American Academy of Arts and Letters",3552,"Arts and Letters Awards",378318,"Leslie Epstein","1978",34432,"U33115250","","EPSTEIN, LESLIE D","Boston University","Not Designated",12/6/2024 3:24:46 AM
191,"John Simon Guggenheim Memorial Foundation",1809,"Guggenheim Fellowship",620845,"Leslie Epstein","1977",34432,"U33115250","","EPSTEIN, LESLIE D","Boston University","Highly Prestigious",12/6/2024 3:24:46 AM
1571,"Memorial Foundation for Jewish Culture",8173,"Fellowship Grant",769697,"LESLIE EPSTEIN","2001",34432,"U33115250","","EPSTEIN, LESLIE D","Boston University","Not Designated",12/6/2024 3:24:46 AM
202,"National Academy of Medicine",1909,"NAM Member",322712,"Galea, Sandro","2012",35213,"U10368426","0000-0002-7534-0945","GALEA, SANDRO","Boston University","Highly Prestigious",12/6/2024 3:24:46 AM
1904,"Society for Epidemiologic Research",10473,"Distinguished Service Award",969470,"Sandro Galea","2019",35213,"U10368426","0000-0002-7534-0945","GALEA, SANDRO","Boston University","Not Designated",12/6/2024 3:24:46 AM
1920,"Robert Wood Johnson Foundation",17264,"RWJF Investigator Awards in Health Policy Research",1304450,"Sandro Galea","2006",35213,"U10368426","0000-0002-7534-0945","GALEA, SANDRO","Boston University","Not Designated",12/6/2024 3:24:46 AM
1553,"Association of American Publishers",8078,"Category Award/Applied Social Work, Nursing and Allied Health",1357583,"Sandro Galea","2020",35213,"U10368426","0000-0002-7534-0945","GALEA, SANDRO","Boston University","Not Designated",12/6/2024 3:24:46 AM
3461,"American Journal of Nursing",23347,"AJN Book of the Year Award",1648068,"Sandro Galea","2019",35213,"U10368426","0000-0002-7534-0945","GALEA, SANDRO","Boston University","Not Designated",12/6/2024 3:24:46 AM
3461,"American Journal of Nursing",23347,"AJN Book of the Year Award",1648085,"Sandro Galea","2019",35213,"U10368426","0000-0002-7534-0945","GALEA, SANDRO","Boston University","Not Designated",12/6/2024 3:24:46 AM
1460,"United States Department of State, Bureau of Educational and Cultural Affairs",1786,"Fulbright Scholar",336147,"Garrett, Aaron","2013",35836,"U06942630","","GARRETT, AARON V","Boston University","Prestigious",12/6/2024 3:24:46 AM
80,"American Mathematical Society",4522,"AMS Fellow",363249,"Fried, David","2013",36573,"U02610218","","FRIED, DAVID","Boston University","Not Designated",12/6/2024 3:24:46 AM
3,"Alfred P. Sloan Foundation",27,"Sloan Research Fellowship-Mathematics",616776,"Fried, David","1983",36573,"U02610218","","FRIED, DAVID","Boston University","Prestigious",12/6/2024 3:24:46 AM
341,"Computing Research Association",2754,"A Nico Habermann Award",193486,"Roscoe Giles","2000",37256,"U51102786","","GILES, ROSCOE C","Boston University","Not Designated",12/6/2024 3:24:46 AM
286,"American Association for the Advancement of Science, The (AAAS)",3444,"AAAS Fellow",1065080,"Roscoe?C.?Giles","2019",37256,"U51102786","","GILES, ROSCOE C","Boston University","Prestigious",12/6/2024 3:24:46 AM
2491,"African Scientific Institute",14161,"ASI FELLOW",1341003,"Roscoe Giles","2020",37256,"U51102786","","GILES, ROSCOE C","Boston University","Not Designated",12/6/2024 3:24:46 AM
529,"European Physical Society",3839,"High Energy and Particle Physics Prize",343080,"Sheldon Lee Glashow","2011",37555,"U60459448","0000-0002-4796-9666","GLASHOW, SHELDON L","Boston University","Not Designated",12/6/2024 3:24:46 AM
6,"American Academy of Arts and Sciences",101,"American Academy of Arts and Sciences Member/Fellow",294392,"Glashow, Sheldon Lee","1974",37555,"U60459448","0000-0002-4796-9666","GLASHOW, SHELDON L","Boston University","Highly Prestigious",12/6/2024 3:24:46 AM
248,"Nobel Foundation",2235,"Nobel Prize-Physics",613,"Sheldon Lee Glashow","1979",37555,"U60459448","0000-0002-4796-9666","GLASHOW, SHELDON L","Boston University","Highly Prestigious",12/6/2024 3:24:46 AM
222,"National Academy of Sciences",2023,"Member of the National Academy of Sciences (NAS Member)",442,"Sheldon Glashow","1977",37555,"U60459448","0000-0002-4796-9666","GLASHOW, SHELDON L","Boston University","Highly Prestigious",12/6/2024 3:24:46 AM
91,"American Philosophical Society",819,"American Philosophical Society Membership",30105,"Sheldon Lee Glashow","2002",37555,"U60459448","0000-0002-4796-9666","GLASHOW, SHELDON L","Boston University","Highly Prestigious",12/6/2024 3:24:46 AM
885,"Russian Academy of Sciences",8158,"Foreign members",767067,"Glashow, Sheldon Lee","1994",37555,"U60459448","0000-0002-4796-9666","GLASHOW, SHELDON L","Boston University","Not Designated",12/6/2024 3:24:46 AM
91,"American Philosophical Society",3028,"Sabbatical Fellowships",248234,"Floyd, Juliet","2003",38725,"U11279532","","FLOYD, JULIET","Boston University","Highly Prestigious",12/6/2024 3:24:46 AM
468,"American Academy in Berlin",3522,"Berlin Prize Fellow",262560,"Juliet Floyd","2008",38725,"U11279532","","FLOYD, JULIET","Boston University","Not Designated",12/6/2024 3:24:46 AM
54,"American Council of Learned Societies (ACLS)",479,"ACLS Fellows (ACLS/SSRC/NEH International and Area Studies Fellowships and ACLS/New York Public Library Fellowships)",11625,"Juliet Floyd","1998",38725,"U11279532","","FLOYD, JULIET","Boston University","Highly Prestigious",12/6/2024 3:24:46 AM
1460,"United States Department of State, Bureau of Educational and Cultural Affairs",1786,"Fulbright Scholar",186276,"Floyd, Juliet","2003",38725,"U11279532","","FLOYD, JULIET","Boston University","Prestigious",12/6/2024 3:24:46 AM
234,"National Endowment for the Humanities (NEH)",2147,"Summer Stipends Awards",334436,"Juliet H. Floyd","1992",38725,"U11279532","","FLOYD, JULIET","Boston University","Not Designated",12/6/2024 3:24:46 AM
410,"Whiting Foundation",12170,"Dissertation Fellowship",1009812,"Juliet Floyd","1989",38725,"U11279532","","FLOYD, JULIET","Boston University","Not Designated",12/6/2024 3:24:46 AM
328,"Andrew W. Mellon Foundation",15138,"Sawyer Seminar",1458127,"Juliet Floyd","2016",38725,"U11279532","","FLOYD, JULIET","Boston University","Not Designated",12/6/2024 3:24:46 AM
